startup_name;date_incorporated
WATERREBELS GmbH;2021-10-21
Beliveau GmbH;2021-10-20
Immonify GmbH;2021-10-20
Inspire Technologies GmbH;2021-10-20
MMDD MaxResolution3D GmbH;2021-10-20
myterial GmbH;2021-10-20
NeutralPaymentz UG (haftungsbeschränkt);2021-10-20
PRAMOMOLECULAR GmbH;2021-10-20
signseeing GmbH;2021-10-20
VIAHOLO GmbH;2021-10-20
Visavid GmbH;2021-10-20
Aboat Entertainment UG (haftungsbeschränkt);2021-10-19
Emura GmbH;2021-10-19
E-SEC GmbH;2021-10-19
GoodBytz GmbH;2021-10-19
Gromarkt UG (haftungsbeschränkt);2021-10-19
hema.to GmbH;2021-10-19
juS.TECH ESG GmbH;2021-10-19
LitClip GmbH;2021-10-19
LocalDeals UG (haftungsbeschränkt);2021-10-19
Naolima GmbH;2021-10-19
SKILLFIRE GmbH;2021-10-19
Startingo UG (haftungsbeschränkt);2021-10-19
The Yellow SiC Development GmbH;2021-10-19
Viamor GmbH;2021-10-19
Zefyron GmbH;2021-10-19
Implant Club GmbH;2021-10-18
Mytreety UG (haftungsbeschränkt);2021-10-18
pafinda GmbH;2021-10-18
Sadaarah UG (haftungsbeschränkt);2021-10-18
VALJUES PRODUCTION GmbH;2021-10-18
vekktro engineering UG (haftungsbeschränkt);2021-10-18
ZukuNFT GmbH;2021-10-18
Scrollytelling GmbH;2021-10-17
Crayon Games GmbH;2021-10-16
WhaleCrew UG (haftungsbeschränkt);2021-10-16
ELLIA AI UG (haftungsbeschränkt);2021-10-15
ESGendium GmbH;2021-10-15
Just in Time - Food GmbH;2021-10-15
Momentum Games UG (haftungsbeschränkt);2021-10-15
neu sykell GmbH;2021-10-15
Swiftbrick GmbH;2021-10-15
bilateralstimulation.io BLS GmbH;2021-10-14
firmenessen GmbH;2021-10-14
Flash Labs GmbH;2021-10-14
Fun Bit Games GmbH;2021-10-14
LakeSide Quants GmbH;2021-10-14
OHE Mobility GmbH;2021-10-14
Ramblr GmbH;2021-10-14
Scanify GmbH;2021-10-14
Smart Registry GmbH;2021-10-14
Toshimoto GmbH;2021-10-14
AEON Digital Technologies UG (haftungsbeschränkt);2021-10-13
Brea Health GmbH;2021-10-13
campavista UG (haftungsbeschränkt);2021-10-13
Gaudy Foods GmbH;2021-10-13
GPC Solution GmbH;2021-10-13
HeiNag GmbH;2021-10-13
IPB Intelligent Pill Box UG (haftungsbeschränkt);2021-10-13
matchmyestate GmbH;2021-10-13
Papas Kräuter GmbH;2021-10-13
Schoof & Jensen GmbH;2021-10-13
SESSIONS.link GmbH;2021-10-13
Tretzeug GmbH;2021-10-13
WOAla Global Connection GmbH;2021-10-13
AIRSPACES GmbH;2021-10-12
AmaziTec GmbH;2021-10-12
EverYard GmbH;2021-10-12
l'herbivore GmbH;2021-10-12
ParkPillar GmbH;2021-10-12
V-Juice GmbH;2021-10-12
WGC Systems UG (haftungsbeschränkt);2021-10-12
9oClock Software GmbH;2021-10-11
altools UG (haftungsbeschränkt);2021-10-11
brandshare GmbH;2021-10-11
Founders1 GmbH;2021-10-11
hello mocca GmbH;2021-10-11
Louco Event Media GmbH;2021-10-11
Modulhaus One Germany GmbH;2021-10-11
noho GmbH;2021-10-11
Nutri-Test UG (haftungsbeschränkt);2021-10-11
Quyre UG (haftungsbeschränkt);2021-10-11
SFORD GmbH;2021-10-11
sitt.app GmbH;2021-10-11
Trident Ars Machinarum GmbH;2021-10-11
aushang.online GmbH;2021-10-08
Charging Tomorrow UG (haftungsbeschränkt);2021-10-08
Digibes GmbH;2021-10-08
edusiia GmbH;2021-10-08
FRicket GmbH;2021-10-08
marraw care UG (haftungsbeschränkt);2021-10-08
REZZEAT GmbH;2021-10-08
SQUAKE.earth GmbH;2021-10-08
TransCircular UG (haftungsbeschränkt);2021-10-08
App Turtle UG (haftungsbeschränkt);2021-10-07
cocoma UG (haftungsbeschränkt);2021-10-07
Datamin GmbH;2021-10-07
ekwi-three GmbH;2021-10-07
Felix Medicus UG (haftungsbeschränkt);2021-10-07
GermanSimRacing GmbH;2021-10-07
GigB GmbH;2021-10-07
Kleinblatt GmbH;2021-10-07
MAMAY GmbH;2021-10-07
MyClarella GmbH;2021-10-07
Notch GmbH;2021-10-07
PIKAVA GmbH;2021-10-07
Protavius GmbH;2021-10-07
Rocket Racing UG (haftungsbeschränkt);2021-10-07
Stray Camp GmbH;2021-10-07
Tradesurfer UG (haftungsbeschränkt);2021-10-07
DCM Europe UG (haftungsbeschränkt);2021-10-06
ekso skincare GmbH;2021-10-06
ip.tiers GmbH;2021-10-06
Laminar Solutions UG (haftungsbeschränkt);2021-10-06
Mimotype Technologies GmbH;2021-10-06
Nvmd Games UG (haftungsbeschränkt);2021-10-06
suena GmbH;2021-10-06
the right choice UG (haftungsbeschränkt);2021-10-06
Brainscent GmbH;2021-10-05
DIGITALinnit UG (haftungsbeschränkt);2021-10-05
EmmySoft GmbH;2021-10-05
fino taxtech GmbH;2021-10-05
goCAD GmbH;2021-10-05
Hamwa GmbH;2021-10-05
homeDX GmbH;2021-10-05
Innovative Robot Delivery GmbH;2021-10-05
legal tax tech solutions UG (haftungsbeschränkt);2021-10-05
Massive Materials P.I.M. UG (haftungsbeschränkt);2021-10-05
MedPharmTec GmbH;2021-10-05
Mojipay UG (haftungsbeschränkt);2021-10-05
My NFT Print GmbH;2021-10-05
Next Step NM GmbH;2021-10-05
onyo GmbH;2021-10-05
Rail-Parts GmbH;2021-10-05
smartificate GmbH;2021-10-05
V.E.N.N. GmbH;2021-10-05
Visign Lab UG (haftungsbeschränkt);2021-10-05
Yammy GmbH;2021-10-05
Bonna Elemente GmbH;2021-10-04
finance4kids GmbH;2021-10-04
Konnektor UG (haftungsbeschränkt);2021-10-04
qxhub AG;2021-10-04
SBAE GmbH;2021-10-04
SSC ContainerKultur Hamburg GmbH;2021-10-04
The OM Company UG (haftungsbeschränkt);2021-10-04
Legomo GmbH;2021-10-02
Moja Innovations GmbH;2021-10-02
beautyplasty GmbH;2021-10-01
Beyond2D GmbH;2021-10-01
Clay Technologies GmbH;2021-10-01
Future Atelier UG (haftungsbeschränkt);2021-10-01
Gymtastic UG (haftungsbeschränkt);2021-10-01
honeysales GmbH;2021-10-01
Lunar X GmbH;2021-10-01
Makers' Century now UG (haftungsbeschränkt);2021-10-01
Membran Tech GmbH;2021-10-01
Miljn GmbH;2021-10-01
PatentPlus IO UG (haftungsbeschränkt);2021-10-01
Riskbeam GmbH;2021-10-01
Soundskills UG (haftungsbeschränkt);2021-10-01
vydmo UG (haftungsbeschränkt);2021-10-01
WeDoSolar GmbH;2021-10-01
ATHOS Biopharma GmbH;2021-09-30
BUILD & CODE GmbH;2021-09-30
CLUBA GmbH;2021-09-30
COHOOYO GmbH;2021-09-30
CUROLED GmbH;2021-09-30
eleon data GmbH;2021-09-30
Fides Technology GmbH;2021-09-30
GoodBears GmbH;2021-09-30
HypnoBox GmbH;2021-09-30
IPSW GmbH;2021-09-30
Mihosta GmbH;2021-09-30
PaDaJo UG (haftungsbeschränkt);2021-09-30
Paltech GmbH;2021-09-30
Smart Sampler Solutions GmbH;2021-09-30
Smile2Pay GmbH;2021-09-30
Torched Hill UG (haftungsbeschränkt);2021-09-30
Turf Coach UG (haftungsbeschränkt);2021-09-30
wemote GmbH;2021-09-30
Aeomiq GmbH;2021-09-29
Crimson GmbH;2021-09-29
GIANT Powerboats GmbH;2021-09-29
Jobcars GmbH;2021-09-29
Kohomai UG (haftungsbeschränkt);2021-09-29
KULT Wassersport GmbH;2021-09-29
Kurskontrolle UG (haftungsbeschränkt);2021-09-29
MyMinds UG (haftungsbeschränkt);2021-09-29
Novaheal GmbH;2021-09-29
qpus interactive UG (haftungsbeschränkt);2021-09-29
Skinuvita GmbH;2021-09-29
Vegum GmbH;2021-09-29
VESTIGAS GmbH;2021-09-29
WeShyft GmbH;2021-09-29
Art-u-free UG (haftungsbeschränkt);2021-09-28
C.W.G. Whistleblowing GmbH;2021-09-28
Cybion GmbH;2021-09-28
Fini Audio GmbH;2021-09-28
GENTLE BOARDS UG (haftungsbeschränkt);2021-09-28
insightsON GmbH;2021-09-28
Picture Buddy GmbH;2021-09-28
RUBIQON GmbH;2021-09-28
The Longcut UG (haftungsbeschränkt);2021-09-28
Wettmonster UG (haftungsbeschränkt);2021-09-28
aibi solutions GmbH;2021-09-27
everyone energy UG (haftungsbeschräntk);2021-09-27
EyeVis GmbH;2021-09-27
myimmo4you GmbH;2021-09-27
nowomed science UG (haftungsbeschränkt);2021-09-27
PixoAnalytics GmbH;2021-09-27
retrip GmbH;2021-09-27
Teamsports AI GmbH;2021-09-27
XplicitTrust GmbH;2021-09-27
Alga San Deutschland GmbH;2021-09-25
Picknicks UG (haftungsbeschränkt);2021-09-25
Vesoir GmbH;2021-09-25
Anraso Technologies UG (hafungsbeschränkt);2021-09-24
Deyta GmbH;2021-09-24
Goldmarie Finanzen GmbH;2021-09-24
Javelin Media UG (haftungsbeschränkt);2021-09-24
Medventi GmbH;2021-09-24
NIRLAB science UG (haftungsbeschränkt);2021-09-24
SafeAD GmbH;2021-09-24
Spacies GmbH;2021-09-24
una.cycle UG (haftungsbeschränkt);2021-09-24
Visioverdis 2.0 GmbH;2021-09-24
Visitor Hotelsoftware UG (haftungsbeschränkt);2021-09-24
3D Spark GmbH;2021-09-23
Brandmann Destillerie GmbH;2021-09-23
brightensport GmbH;2021-09-23
Certado GmbH;2021-09-23
Hopper Mobility GmbH;2021-09-23
Kryptoleaf GmbH;2021-09-23
LYBR Digital Solutions GmbH;2021-09-23
Parcan GmbH;2021-09-23
repath GmbH;2021-09-23
Together Commerce UG (haftungsbeschränkt);2021-09-23
Calystral Games GmbH;2021-09-22
Cardyo UG (haftungsbeschränkt);2021-09-22
Dromni GmbH;2021-09-22
Edu Search GmbH;2021-09-22
Fairmaster GmbH;2021-09-22
immerVR GmbH;2021-09-22
Lagerstein GmbH;2021-09-22
LipoLabs GmbH;2021-09-22
Mein Schaden Zentrum UG (haftungsbeschränkt);2021-09-22
mykori gUG (haftungsbeschränkt);2021-09-22
StickTo UG (haftungsbeschränkt);2021-09-22
Xsight Optics GmbH;2021-09-22
Ainda Innovations GmbH;2021-09-21
EAGNA GmbH;2021-09-21
faCellitate GmbH;2021-09-21
Gastro-Marktplatz GmbH;2021-09-21
getmykey GmbH;2021-09-21
Klangkuppler GmbH;2021-09-21
MASIPA UG (haftungsbeschränkt);2021-09-21
Medical Profisoft UG (haftungsbeschränkt);2021-09-21
nowofina UG (haftungsbeschränkt);2021-09-21
P17 Solutions UG (haftungsbeschränkt);2021-09-21
PerPETual Data Services UG (haftungsbeschränkt);2021-09-21
Rosales Health & Beauty GmbH;2021-09-21
Sklara UG (haftungsbeschränkt);2021-09-21
the gentle wine GmbH;2021-09-21
una.market UG (haftungsbeschränkt);2021-09-21
VYLD GmbH;2021-09-21
Yoove Mobility Group Holding GmbH;2021-09-21
CallGuru GmbH;2021-09-20
Clubster UG (haftungsbeschränkt);2021-09-20
GreenMatterAl GmbH;2021-09-20
lillywait GmbH;2021-09-20
moduco GmbH;2021-09-20
nero undici GmbH;2021-09-20
Proc UG (haftungsbeschränkt);2021-09-20
SECIO GmbH;2021-09-20
spheere ai solutions UG (haftungsbeschränkt);2021-09-20
Textosé UG (haftungsbeschränkt);2021-09-20
The IG Group UG (haftungsbeschränkt);2021-09-20
Time To Token IT GmbH;2021-09-20
Mobile Swimming Solutions GmbH;2021-09-19
ARwoco UG (haftungsbeschränkt);2021-09-18
Lönebee GmbH;2021-09-18
Shape Connection UG (haftungsbeschränkt);2021-09-18
Angsa Robotics GmbH;2021-09-17
BerryOnMars GmbH;2021-09-17
Chargetic GmbH;2021-09-17
Funds On Chain GmbH;2021-09-17
loyee Labs GmbH;2021-09-17
RAPOTECH GmbH;2021-09-17
splainX GmbH;2021-09-17
VSK Software GmbH;2021-09-17
Whacky Nuts GmbH;2021-09-17
Angelize Program GmbH;2021-09-16
Blankhans UG (haftungsbeschränkt);2021-09-16
Blue Planet Food GmbH;2021-09-16
Era Nutrition UG (haftungsbeschränkt);2021-09-16
Impossible Fusion GmbH;2021-09-16
KRAFT Digital Health Mobility UG (haftungsbeschränkt);2021-09-16
LuSense Digital Solutions GmbH;2021-09-16
platomo GmbH;2021-09-16
Salchipapas Games UG (haftungsbeschränkt);2021-09-16
Schlosspilze GmbH;2021-09-16
sharemotions UG (haftungsbeschränkt);2021-09-16
Veerle UG (haftungsbeschränkt);2021-09-16
1000 Satellites GmbH;2021-09-15
Albmische GmbH;2021-09-15
AllocNow GmbH;2021-09-15
beAzubi UG (haftungsbeschränkt);2021-09-15
Capabox GmbH;2021-09-15
Findnlink UG (haftungsbeschränkt);2021-09-15
gemineers GmbH;2021-09-15
Greenovation Mobility GmbH;2021-09-15
Gude Spirits UG (haftungsbeschränkt);2021-09-15
inngo GmbH;2021-09-15
Intine GmbH;2021-09-15
kabelwerk.io UG (haftungsbeschränkt);2021-09-15
MyoPax GmbH;2021-09-15
Proximity Robotics & Automation GmbH;2021-09-15
3Exiteers UG (haftungsbeschränkt);2021-09-14
Anyskill Technologies GmbH;2021-09-14
Better by Nature Beverages GmbH;2021-09-14
COUP Technologies UG (haftungsbeschränkt);2021-09-14
Frenetic Sports GmbH;2021-09-14
Gifft GmbH;2021-09-14
Hakuna GmbH;2021-09-14
immoplatz.de UG (haftungsbeschränkt);2021-09-14
InspectifAI GmbH;2021-09-14
It´sQ GmbH;2021-09-14
Motion Advantage GmbH;2021-09-14
New Social UG (haftungsbeschränkt);2021-09-14
Opport2unity for Services and Solutions UG (haftungsbeschränkt);2021-09-14
Regpit GmbH;2021-09-14
Wonki GmbH;2021-09-14
Burnout Industries UG (haftungsbeschränkt);2021-09-13
hiddencontact UG (haftungsbeschränkt);2021-09-13
Kurando GmbH;2021-09-13
Liabeli GmbH;2021-09-13
Maximum Results GmbH;2021-09-13
Mivodo GmbH;2021-09-13
puregreen GmbH;2021-09-13
Spoonful Games GmbH;2021-09-13
Allgemeine Schutzbrief Service GmbH;2021-09-12
Pilk GmbH;2021-09-12
Bauschan Gamez UG (haftungsbeschränkt);2021-09-11
KAMAnjola GmbH;2021-09-11
Ankaadia GmbH;2021-09-10
DIGITAL VISION GROUP GmbH;2021-09-10
Onepixa UG (haftungsbeschränkt);2021-09-10
paywise GmbH;2021-09-10
Petite GmbH;2021-09-10
Polly GmbH;2021-09-10
RECREWT GmbH;2021-09-10
revoAI UG (haftungsbeschränkt);2021-09-10
Snaque GmbH;2021-09-10
Spoon of Change GmbH;2021-09-10
Vahee GmbH;2021-09-10
Athleads UG (haftungsbeschränkt);2021-09-09
Briink Intelligence GmbH;2021-09-09
Claire's Vision GmbH;2021-09-09
iPark and Fly UG (haftungsbeschränkt);2021-09-09
kroot GmbH;2021-09-09
Pharmio GmbH;2021-09-09
Refill Technologies GmbH;2021-09-09
Schwanvik UG (haftungsbeschränkt);2021-09-09
seedalive GmbH;2021-09-09
Smartlytix GmbH;2021-09-09
soulbased UG (haftungsbeschränkt);2021-09-09
squickr UG (haftungsbeschränkt);2021-09-09
storky GmbH;2021-09-09
Theemin Software UG (haftungsbeschränkt);2021-09-09
VAYS GmbH;2021-09-09
ARTtention Gaming GmbH;2021-09-08
Bimyo GmbH;2021-09-08
Black Forest Al GmbH;2021-09-08
Bunky UG (haftungsbeschränkt);2021-09-08
Carbex GmbH;2021-09-08
GREENFORCE FUTURE FOOD AG;2021-09-08
Quicku GmbH;2021-09-08
RAUM virtual collaboration GmbH;2021-09-08
SUP DUDES GmbH;2021-09-08
TIL-this is light UG (haftungsbeschränkt);2021-09-08
TONIC UNITED GmbH;2021-09-08
AssetSquare UG (haftungsbeschränkt);2021-09-07
AWA Network GmbH;2021-09-07
Billberry Bay UG (haftungsbeschränkt);2021-09-07
Brain-Pulse GmbH;2021-09-07
eGora GmbH;2021-09-07
Garagio UG (haftungsbeschränkt);2021-09-07
Gymset GmbH;2021-09-07
innocept mobility UG (haftungsbeschränkt);2021-09-07
LuminaPlant GmbH;2021-09-07
Malina UG (haftungsbeschränkt);2021-09-07
MediBob GmbH;2021-09-07
MOONZONE GmbH;2021-09-07
Mr. DC doccoach sports UG (haftungsbeschränkt);2021-09-07
Neerby UG (haftungsbeschränkt);2021-09-07
P2P Software GmbH;2021-09-07
Text Cortex AI UG (haftungsbeschränkt);2021-09-07
Well Done Games UG (haftungsbeschränkt);2021-09-07
Zebracat AI UG (haftungsbeschränkt);2021-09-07
210x Solutions GmbH;2021-09-06
Dexai Arts UG (haftungsbeschränkt);2021-09-06
ECO2GROW UG (haftungsbeschränkt);2021-09-06
Energenious GmbH;2021-09-06
Fysor GmbH;2021-09-06
greenlocker GmbH;2021-09-06
Lakatu GmbH;2021-09-06
Leipzig Beatzz App UG (haftungsbeschränkt);2021-09-06
Pretect GmbH;2021-09-06
UrCook GmbH;2021-09-06
WeRise GmbH;2021-09-06
decarbon1ze GmbH;2021-09-03
European Plasmid Repository GmbH;2021-09-03
Infinici AG;2021-09-03
plan2data UG (haftungsbeschränkt);2021-09-03
PrimeSolid Batteries GmbH;2021-09-03
QUDORA Technologies GmbH;2021-09-03
Sunmaxx GmbH;2021-09-03
4RisingGames UG (haftungsbeschränkt);2021-09-02
Amigo Technologies UG (haftungsbeschränkt);2021-09-02
BE LIGHT NOW GmbH;2021-09-02
Digital Construction Industry GmbH;2021-09-02
Endosane Pharmaceuticals GmbH;2021-09-02
FiveTeams UG (haftungsbeschränkt);2021-09-02
GreenHomeNow UG (haftungsbeschränkt);2021-09-02
Hugvita UG (haftungsbeschränkt);2021-09-02
Kingardi UG (haftungsbeschränkt);2021-09-02
Last Will UG (haftungsbeschränkt);2021-09-02
Moojo GmbH;2021-09-02
myCor GmbH;2021-09-02
Octavi UG (haftungsbeschränkt);2021-09-02
Petnacks GmbH;2021-09-02
vabeck® GmbH;2021-09-02
Vermieter GURU UG (haftungsbeschränkt);2021-09-02
Zentur.io GmbH;2021-09-02
Amabie Health UG (haftungsbeschränkt);2021-09-01
CibusCell Technology GmbH;2021-09-01
ENTANGLEMENT VENTURES UG (haftungsbeschränkt);2021-09-01
ForeFront Technologies GmbH;2021-09-01
H2-CHEM GmbH;2021-09-01
Jostec Systems UG (haftungsbeschränkt);2021-09-01
NativeCard UG (haftungsbeschränkt);2021-09-01
Renera Shine Consom UG (haftungsbeschränkt);2021-09-01
VILOOM GmbH;2021-09-01
Vote Rookie Tech UG (haftungsbeschränkt);2021-09-01
anonyfy GmbH;2021-08-31
Blu-Box UG (haftungsbeschränkt);2021-08-31
Care Communications GmbH;2021-08-31
ecosearch UG (haftungsbeschränkt);2021-08-31
Gebrüder Tee GmbH;2021-08-31
Gigaparsec DataLab GmbH;2021-08-31
logsight.ai GmbH;2021-08-31
lynes GmbH;2021-08-31
Nullprozente UG (haftungsbeschränkt);2021-08-31
scifo GmbH;2021-08-31
Studio Nachtwerk UG (haftungsbeschränkt);2021-08-31
SURAG Medical GmbH;2021-08-31
Tanso Technologies GmbH;2021-08-31
Thunder Labs GmbH;2021-08-31
Volt On GmbH;2021-08-31
automation bloxx UG (haftungsbeschränkt);2021-08-30
Black Forest Filaments GmbH;2021-08-30
CAMSENS GmbH;2021-08-30
Heyyy GmbH;2021-08-30
Jobz UG (haftungsbeschränkt);2021-08-30
Okeanos Smart Data Solutions GmbH;2021-08-30
Ostwald GmbH;2021-08-30
think-cell Holding GmbH;2021-08-30
Tonner Solutions GmbH;2021-08-30
Yooscout GmbH;2021-08-30
APOYNT Software GmbH;2021-08-29
Bytefabrik.AI GmbH;2021-08-29
dp4i GmbH;2021-08-28
Explo UG (haftungsbeschränkt);2021-08-27
foilution GmbH;2021-08-27
L.A.B. Cosmetics GmbH;2021-08-27
Metorbike GmbH;2021-08-27
mixed.world GmbH;2021-08-27
Noah Labs UG (haftungsbeschränkt);2021-08-27
Skysquitter GmbH;2021-08-27
Akhetonics GmbH;2021-08-26
BKW Tech UG (haftungsbeschränkt);2021-08-26
Conscious Lifestyle GmbH;2021-08-26
DEYTON GmbH;2021-08-26
eco.mio GmbH;2021-08-26
emi footprint UG (haftungsbeschränkt);2021-08-26
FAITEC GmbH;2021-08-26
HeyLama GmbH;2021-08-26
Investociety GmbH;2021-08-26
iTinker GmbH;2021-08-26
Kansi Solutions UG (haftungsbeschränkt);2021-08-26
MOXIE GmbH;2021-08-26
MyWage GmbH;2021-08-26
OUTDOOR FREAKZ GmbH;2021-08-26
Provibez UG (haftungsbeschränkt);2021-08-26
pubstage GmbH;2021-08-26
retoflow GmbH;2021-08-26
SATRDY GmbH;2021-08-26
The Closest Loop GmbH;2021-08-26
think-cell Management GmbH;2021-08-26
W4F GmbH;2021-08-26
3xo UG (haftungsbeschränkt);2021-08-25
Algorithmi UG (haftungsbeschränkt);2021-08-25
Ambitional Training Labs GmbH;2021-08-25
BookingData IO GmbH;2021-08-25
c82 Community Work (spaces) UG (haftungsbeschränkt);2021-08-25
Calaios GmbH;2021-08-25
Chaingateway UG (haftungsbeschränkt);2021-08-25
digitalCX.services AG;2021-08-25
EcoPals GmbH;2021-08-25
LAMBERTdynamics GmbH;2021-08-25
mLiquid UG (haftungsbeschränkt);2021-08-25
Nabla Descent AI UG (haftungsbeschränkt);2021-08-25
NOW games Spielverlag GmbH;2021-08-25
Polymetis GmH;2021-08-25
Prettyvol GmbH;2021-08-25
Printerlo GmbH;2021-08-25
Rim Drive GmbH;2021-08-25
RMC Black Goose Games UG (haftungsbeschränkt);2021-08-25
Snacklafel GmbH;2021-08-25
Treeats UG (haftungsbeschränkt);2021-08-25
zubik GmbH;2021-08-25
AI-Genics GmbH;2021-08-24
Building Information Cloud GLWG GmbH;2021-08-24
E-Bike2Go GmbH;2021-08-24
Enefty Technologies UG (haftungsbeschränkt);2021-08-24
Float My Boat UG (haftungsbeschränkt);2021-08-24
Harsfield Studios UG (haftungsbeschränkt);2021-08-24
Innmaker GmbH;2021-08-24
Senza GmbH;2021-08-24
The Flying Cow GmbH;2021-08-24
Anthrobotics GmbH;2021-08-23
BEST Barbers UG (haftungsbeschränkt);2021-08-23
deepimpact GmbH;2021-08-23
Finduna GmbH;2021-08-23
Fyrabend UG (haftungsbeschränkt);2021-08-23
HYWS Hydrogel Wärmespeicher UG (haftungsbeschränkt);2021-08-23
M + M robotics GmbH;2021-08-23
MyHormony UG (haftungsbeschränkt);2021-08-23
NatIgGs UG (haftungsbeschränkt);2021-08-23
recross GmbH;2021-08-23
STABEAU GmbH;2021-08-23
Tueftlr Technologies UG (haftungsbeschränkt);2021-08-23
Wenger Technology GmbH;2021-08-23
EMP-B GmbH;2021-08-20
ENVISIBLE GmbH;2021-08-20
FluIDect GmbH;2021-08-20
LocalKings GmbH;2021-08-20
NoDB GmbH;2021-08-20
nuucap GmbH;2021-08-20
Paycer UG (haftungsbeschränkt);2021-08-20
Synogate UG (haftungsbeschränkt);2021-08-20
The Mingo UG (haftungsbeschränkt);2021-08-20
Unlimitix GmbH;2021-08-20
Alpakas Technologies GmbH;2021-08-19
Beyond Emotion GmbH;2021-08-19
Bryte Technologies GmbH;2021-08-19
ImmoJOIN UG (haftungsbeschränkt);2021-08-19
Licray Games UG (haftungsbeschränkt);2021-08-19
Payrails GmbH;2021-08-19
PLAZA Digital Communication & Innovation GmbH;2021-08-19
recover UG (haftungsbeschränkt);2021-08-19
THEO UG (haftungsbeschränkt);2021-08-19
Ticktory GmbH;2021-08-19
Unternehmer.app UG (haftungsbeschränkt);2021-08-19
AE Creative Technologies UG (haftungsbeschränkt);2021-08-18
anooah Solutions UG (haftungsbeschränkt);2021-08-18
audit.neo GmbH;2021-08-18
BK foods for you GmbH;2021-08-18
Honey Pie Pony GmbH;2021-08-18
Milkly GmbH;2021-08-18
NaPaGen UG (haftungsbeschränkt);2021-08-18
NextX UG (haftungsbeschränkt);2021-08-18
ORILABO Project GmbH;2021-08-18
Season6 GmbH;2021-08-18
sinnesräuber GmbH;2021-08-18
Arda Network GmbH;2021-08-17
Axu Technologies UG (haftungsbeschränkt);2021-08-17
Blue teleclinic UG (haftungsbeschränkt);2021-08-17
CellShare GmbH;2021-08-17
Everrail UG (haftungsbeschränkt);2021-08-17
goodcarbon GmbH;2021-08-17
Liyas First UG (haftungsbeschränkt);2021-08-17
Love & Faith GmbH;2021-08-17
Mondu GmbH;2021-08-17
Penzilla GmbH;2021-08-17
Smart City System Parking Solutions GmbH;2021-08-17
Tacit UG (haftungsbeschränkt);2021-08-17
VIAS Technologies GmbH;2021-08-17
Voltfang GmbH;2021-08-17
averest.io technologies UG (haftungsbeschränkt);2021-08-16
bikes.de Onlive GmbH;2021-08-16
enersync GmbH;2021-08-16
HOMB GmbH;2021-08-16
Imposto GmbH;2021-08-16
Oktopulli GmbH;2021-08-16
Recunited GmbH;2021-08-16
ReSynthia UG (haftungsbeschränkt);2021-08-16
SOLAROUTE GmbH;2021-08-16
Speam GmbH;2021-08-16
spiderjob GmbH;2021-08-16
stacktop GmbH;2021-08-16
Twidie GmbH;2021-08-16
up.lftd GmbH;2021-08-16
VaRi Bioscience GmbH;2021-08-16
VisualMakers UG (haftungsbeschränkt);2021-08-16
WisdomEngine GmbH;2021-08-16
one4good GmbH;2021-08-14
the matchmakers GmbH;2021-08-14
eCash+ GmbH;2021-08-13
ModelMe UG (haftungsbeschränkt);2021-08-13
MYNE Operations GmbH;2021-08-13
Potluck GmbH;2021-08-13
Remi Health GmbH;2021-08-13
simplean GmbH;2021-08-13
Sin Carne Schwarzwald GmbH;2021-08-13
Vitagnostics UG (haftungsbeschränkt);2021-08-13
Analog Intelligence GmbH;2021-08-12
Biz24 GmbH;2021-08-12
DNA GmbH;2021-08-12
DRYMSTRYM TV GmbH;2021-08-12
emroc GmbH;2021-08-12
eproX GmbH;2021-08-12
Folkz GmbH;2021-08-12
glamy DAYS GmbH;2021-08-12
IdeaChamp Innovation GmbH;2021-08-12
Legal Software UG (haftungsbeschränkt);2021-08-12
natregio GmbH;2021-08-12
N Robotics GmbH;2021-08-12
Okapi Family GmbH;2021-08-12
SixtyFPS GmbH;2021-08-12
Skyflare GmbH;2021-08-12
SongPush Media GmbH;2021-08-12
wonderflow UG (haftungsbeschränkt);2021-08-12
BluBee GmbH;2021-08-11
Boutfit GmbH;2021-08-11
Coffee Annan GmbH;2021-08-11
feelfoodflow UG (haftungsbeschränkt);2021-08-11
Happy&Trails 22 UG (haftungsbeschränkt);2021-08-11
Judes Family GmbH;2021-08-11
KidsTrain GmbH;2021-08-11
lumato GmbH;2021-08-11
MindPort GmbH;2021-08-11
