startup_id;startup_name;date_incorporated;register_identification_number;register;startup_location;startup_industry;startup_website;LinkedIn;;
startup_199;uSinus ECG Diagnostics GmbH;2021-12-08;HRB 13652 NP;Neuruppin;Wittstock/Dosse;Medizin;;;199;
startup_200;Vitamin P Software GmbH;2021-12-08;HRB 10603;Bamberg;Bamberg;Medizin;https://digaconnector.de/;;200;
startup_201;AGT Roboplant GmbH;2021-12-07;HRB 125628;Frankfurt am Main;Frankfurt am Main;Landwirtschaft;;;201;
startup_202;Artsfair UG (haftungsbeschränkt);2021-12-07;HRB 236299 B;Charlottenburg (Berlin);Berlin;eCommerce;http://artsfair.de/;;202;
startup_203;awork GmbH;2021-12-07;HRB 172488;Hamburg;Hamburg;Personal;https://www.awork.io/;https://www.linkedin.com/company/awork-io/;203;
startup_204;been together UG (haftungsbeschränkt);2021-12-07;HRB 42203;Dresden;Dresden;Software;;;204;
startup_205;Clouts GmbH;2021-12-07;HRB 16747;Gelsenkirchen;Dorsten;Medien;https://clouts.app/;https://www.linkedin.com/company/clouts-gmbh/;205;
startup_206;deep choice UG (haftungsbeschränkt);2021-12-07;HRB 236377 B;Charlottenburg (Berlin);Berlin;Software;;;206;
startup_207;dogs smile GmbH;2021-12-07;HRB 172518;Hamburg;Hamburg;eCommerce;;;207;
startup_208;FOGSTER Technologies GmbH;2021-12-07;HRB 14124;Arnsberg;Menden;Medizin;http://fogster-technologies.com/;;208;
startup_209;Friendly Finance GmbH;2021-12-07;HRB 37464 HB;Bremen;Bremen;Finanzbereich;;;209;
startup_210;Greentech GmbH;2021-12-07;HRB 15612;Rostock;Rostock;eCommerce;;;210;
startup_211;Passionario UG (haftungsbeschränkt);2021-12-07;HRB 10452;Ingolstadt;Ingolstadt;Dienstleistung;https://passionario.de/;;211;
startup_212;poolinq GmbH;2021-12-07;HRB 271511;München;München;Lebensmittel;https://www.poolinq.com/;https://www.linkedin.com/company/poolinq/;212;
startup_213;Quantum Enlightenment Technologies AG;2021-12-07;HRB 95712;Düsseldorf;Düsseldorf;Software;;;213;
startup_214;Safari Erfrischungsgetränke GmbH;2021-12-07;HRB 782250;Stuttgart;Stuttgart;Lebensmittel;;;214;
startup_215;Tessitura GmbH;2021-12-07;HRB 20575;Moenchengladbach;Mönchengladbach;Industrie;http://www.tessitura.io/;https://www.linkedin.com/company/tessitura-gmbh/;215;
startup_216;Thesy GmbH;2021-12-07;HRB 172490;Hamburg;Hamburg;Bildung;https://www.thesy.de/;;216;
startup_217;WoodenValley UG (haftungsbeschränkt);2021-12-07;HRB 782249;Stuttgart;Stuttgart;Bauwesen;https://www.woodenvalley.de/;;217;
startup_218;ZenKoPA GmbH;2021-12-07;HRB 39620;Leipzig;Leipzig;Medizin;https://zenkopa.org/;;218;
startup_219;Alicante Vice GmbH;2021-12-06;HRB 236210 B;Charlottenburg (Berlin);Berlin;eCommerce;http://alicante-vice.com/;;219;
startup_220;Baba Nails UG (haftungsbeschränkt);2021-12-06;HRB 236281 B;Charlottenburg (Berlin);Berlin;eCommerce;;;220;
startup_221;BlockBrix GmbH;2021-12-06;HRB 236292 B;Charlottenburg (Berlin);Berlin;Immobilien;;;221;
startup_222;DigiVET UG (haftungsbeschränkt);2021-12-06;HRB 209895;Walsrode;Worpswede;Medizin;;;222;
startup_223;Horizon Microtechnologies GmbH;2021-12-06;HRB 742180;Mannheim;Karlsruhe;Industrie;https://www.3dmicrofabrication.com/;;223;
startup_224;Logistikbude GmbH;2021-12-06;HRB 33534;Dortmund;Dortmund;Logistik;https://www.logistikbude.com/;https://www.linkedin.com/company/dielogistikbude/;224;
startup_225;NG Guard Technology GmbH;2021-12-06;HRB 172469;Hamburg;Hamburg;Software;;;225;
startup_226;TraumImmo.de GmbH;2021-12-06;HRB 108526;Köln;Rösrath;Immobilien;https://www.traumimmo.de/;;226;
startup_227;Velve UG (haftungsbeschränkt);2021-12-06;HRB 236329 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.velveintim.de/;;227;
startup_228;VetVisit GmbH;2021-12-06;HRB 236291 B;Charlottenburg (Berlin);Berlin;Medizin;http://vetvisit.de/;;228;
startup_229;Yoholida GmbH;2021-12-06;HRB 172447;Hamburg;Hamburg;Tourismus;https://yoholida.de/;;229;
startup_230;in.think GmbH;2021-12-04;HRB 7137;Amberg;Bodenwöhr;Software;http://www.inthink.eu/;;230;
startup_231;Neutron Star Systems DE UG (haftungsbeschränkt);2021-12-04;HRB 16447;Aschaffenburg;Haibach;Mobilität;https://www.neutronstar.systems/;https://www.linkedin.com/company/neutronstar-systems/;231;
startup_232;sThesis GmbH;2021-12-04;HRB 271470;München;Weßling;Medizin;;;232;
startup_233;tornero GmbH;2021-12-04;HRB 271473;München;Gräfelfing;Umwelttechnologie;;;233;
startup_234;ansero UG (haftungsbeschränkt);2021-12-03;HRB 30442;Traunstein;Rosenheim;Rechtsberatung;https://ansero.de/;;234;
startup_235;Coinformation GmbH;2021-12-03;HRB 95690;Düsseldorf;Düsseldorf;Blockchain / Crypto;https://coinformation.ai/;;235;
startup_236;C.O. Innovations GmbH;2021-12-03;HRB 19251;Fürth;Fürth;eCommerce;;;236;
startup_237;Diatope GmbH;2021-12-03;HRB 743284;Ulm;Ummendorf;Industrie;https://diatope.com/;;237;
startup_238;Indigoblue UG (haftungsbeschränkt);2021-12-03;HRB 172414;Hamburg;Hamburg;Gaming;;;238;
startup_239;Optoquant GmbH;2021-12-03;HRB 67881;Ludwigshafen a.Rhein (Ludwigshafen);Neustadt an der Weinstraße;Industrie;;;239;
startup_240;Paul Solutions GmbH;2021-12-03;HRB 108511;Köln;Köln;Medizin;https://www.paul-solutions.de/;;240;
startup_241;Sunnify Technologies UG (haftungsbeschränkt);2021-12-03;HRB 36075 P;Potsdam;Teltow;Energie;;;241;
startup_242;taus&sassa GmbH;2021-12-03;HRB 95681;Düsseldorf;Düsseldorf;Dienstleistung;https://www.tausandsassa.com/;https://www.linkedin.com/company/tausandsassa/;242;
startup_243;bitahoy GmbH;2021-12-02;HRB 107963;Saarbrücken;Saarbrücken;Software;https://bitahoy.com/;https://www.linkedin.com/company/bitahoy/;243;
startup_244;Chili Mafia GmbH;2021-12-02;HRB 45791;Wittlich;Trier;Lebensmittel;https://chilimafia.com/;;244;
startup_245;eplating UG (haftungsbeschränkt);2021-12-02;HRB 725477;Freiburg;Villingen-Schwenningen;Industrie;http://eplating.de/;;245;
startup_246;LABMaiTE GmbH;2021-12-02;HRB 725466;Freiburg;Freiburg im Breisgau;Medizin;https://labmaite.com/;https://www.linkedin.com/company/labmaite/;246;
startup_247;Luminous Label GmbH;2021-12-02;HRB 172376;Hamburg;Hamburg;Lebensmittel;https://luminous-label.com/;;247;
startup_248;PISM-Medical GmbH;2021-12-02;HRB 121935;Frankfurt am Main;Ehringshausen;Medizin;;;248;
startup_249;Quantagonia GmbH;2021-12-02;HRB 15649;Bad Homburg;Bad Homburg v. d. Höhe;Software;http://quantagonia.com/;;249;
startup_250;resolvio Software UG (haftungsbeschränkt);2021-12-02;HRB 125577;Frankfurt am Main;Frankfurt am Main;Rechtsberatung;http://resolvio.de/;;250;
startup_251;Social Moms GmbH;2021-12-02;HRB 207537 B;Charlottenburg (Berlin);Berlin;Medien;https://www.mother-now.de/;https://www.linkedin.com/company/mothernow/;251;
startup_252;TrustLane Solutions GmbH;2021-12-02;HRB 236268 B;Charlottenburg (Berlin);Runkel-Dehrn;Software;https://www.trustlane.de/;;252;
startup_253;VELOZONT UG (haftungsbeschränkt);2021-12-02;HRB 14149;Schwerin;Gallin-Kuppentin, OT Penzlin;Mobilität;https://www.velozont.com/;;253;
startup_254;Viadukt GmbH;2021-12-02;HRB 32326;Wuppertal;Wuppertal;Software;;;254;
startup_255;we speak fluent cx GmbH;2021-12-02;HRB 172384;Hamburg;Nürnberg;Dienstleistung;https://fluentcx.com/;https://www.linkedin.com/company/fluent-cx/;255;
startup_256;WSIS GmbH;2021-12-02;HRB 95672;Düsseldorf;Monheim am Rhein;eCommerce;https://www.was-soll-ich-schenken.net/;;256;
startup_257;Xoros Home GmbH;2021-12-02;HRB 172401;Hamburg;Hamburg;eCommerce;https://xoros-home.de/;https://www.linkedin.com/company/xoros-home/;257;
startup_258;4th condition UG (haftungsbeschränkt);2021-12-01;HRB 21775;Stralsund;Greifswald;Industrie;https://4th-condition.de/;;258;
startup_259;ArcadiaLabs UG (haftungschränkt);2021-12-01;HRB 19733;Bochum;Herne;Gaming;https://arcadialabs.net/;;259;
startup_260;BERG GaseTech GmbH;2021-12-01;HRB 18838;Krefeld;Krefeld;Industrie;https://berg-gasetech.de/;;260;
startup_261;Bike Hub GmbH;2021-12-01;HRB 19884;Münster;Münster;Mobilität;;;261;
startup_262;Body Literacy GmbH;2021-12-01;HRB 236226 B;Charlottenburg (Berlin);Berlin;Medizin;;https://www.linkedin.com/company/body-literacy-gmbh;262;
startup_263;Bynand UG (haftungsbeschränkt);2021-12-01;HRB 271338;München;München;Mobilität;https://bynand.de/;;263;
startup_264;DayOff GmbH;2021-12-01;HRB 172367;Hamburg;Hamburg;Personal;https://dayoff.de/;https://www.linkedin.com/company/dayoff-learning/;264;
startup_265;deliver24 GmbH;2021-12-01;HRB 236236 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://www.deliver24.de/;;265;
startup_266;dTour GmbH;2021-12-01;HRB 271344;München;München;Software;;;266;
startup_267;eDrixx GmbH;2021-12-01;HRB 271354;München;Feldkirchen;Finanzbereich;https://edrixx.com/de/#start;;267;
startup_268;foreverontheblockchain GmbH;2021-12-01;HRB 172350;Hamburg;Hamburg;Blockchain / Crypto;https://www.foreverontheblockchain.com/;https://www.linkedin.com/company/foreverontheblockchain/;268;
startup_269;improveMED GmbH;2021-12-01;HRB 725456;Freiburg;Villingen-Schwenningen;Medizin;;;269;
startup_270;Invandus GmbH;2021-12-01;HRB 19248;Fürth;Höchstadt a.d.Aisch;Medizin;http://invandus.com/;;270;
startup_271;Larou UG (haftungsbeschränkt);2021-12-01;HRB 236206 B;Charlottenburg (Berlin);Berlin;Medien;;;271;
startup_272;Lyntics GmbH;2021-12-01;HRB 271380;München;München;Software;;;272;
startup_273;Moonlight Technology AG;2021-12-01;HRB 725463;Freiburg;Schwörstadt;Hardware;https://moonlight-technology.de/;;273;
startup_274;Recrutario GmbH;2021-12-01;HRB 209884;Walsrode;Nienburg (Weser);Personal;https://recrutario.de/;;274;
startup_275;Rekoo Health GmbH;2021-12-01;HRB 236233 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.rekoo.de/;https://www.linkedin.com/company/rekoo-health/;275;
startup_276;Skincura GmbH;2021-12-01;HRB 23764 KI;Kiel;Kaltenkirchen;eCommerce;http://skincura.de/;;276;
startup_277;SMARTtray GmbH;2021-12-01;HRB 782140;Stuttgart;Loßburg;Landwirtschaft;http://smarttray.de/;;277;
startup_278;sochili GmbH;2021-12-01;HRB 33522;Dortmund;Dortmund;Lebensmittel;https://sochili.de/;;278;
startup_279;TAPPIO GmbH;2021-12-01;HRB 42191;Dresden;Dresden;Hardware;https://www.tappio.de/;https://www.linkedin.com/company/tappio/;279;
startup_280;Univents GmbH;2021-12-01;HRB 782148;Stuttgart;Marbach am Neckar;Tourismus;https://univents.company/;https://www.linkedin.com/company/univents-company/;280;
startup_281;021 Software GmbH;2021-11-30;HRB 50836;Mainz;Mainz;Software;https://www.gethorizon.net/;https://www.linkedin.com/company/get-horizon/;281;
startup_282;auditBus GmbH;2021-11-30;HRB 16850;Siegburg;Troisdorf;Software;https://auditbus.com/;;282;
startup_283;Flexudy Education UG (haftungsbeschränkt);2021-11-30;HRB 19246;Fürth;Fürth;Bildung;https://www.flexudy.com/;https://www.linkedin.com/company/flexudy-edu/;283;
startup_284;holy shocolate GmbH;2021-11-30;HRB 271323;München;München;Lebensmittel;https://holyshocolate.com/;;284;
startup_285;Hoolo UG (haftungsbeschränkt);2021-11-30;HRB 34494;Chemnitz;Chemnitz;Medien;https://hoolo.de/;;285;
startup_286;MTHR GmbH;2021-11-30;HRB 236126 B;Charlottenburg (Berlin);Berlin;Medizin;;;286;
startup_287;Neomateria Games GmbH;2021-11-30;HRB 16857;Siegburg;Sankt Augustin;Gaming;http://neomateria.de/;;287;
startup_288;PokeCustoms GmbH;2021-11-30;HRB 782114;Stuttgart;Ostfildern;Gaming;https://pokecustoms.com/;;288;
startup_289;Prodlane GmbH;2021-11-30;HRB 39585;Leipzig;Leipzig;Industrie;https://prodlane.io/;https://www.linkedin.com/company/prodlane/;289;
startup_290;SOLIOS DIAGNOSTICS GmbH;2021-11-30;HRB 782108;Stuttgart;Tübingen;Medizin;https://www.solios-diagnostics.com/;https://www.linkedin.com/company/solios-diagnostics-gmbh-i-g/;290;
startup_291;The Cezairli Olive Company UG (haftungsbeschränkt);2021-11-30;HRB 236180 B;Charlottenburg (Berlin);Berlin;eCommerce;;;291;
startup_292;Treazure Ark GmbH;2021-11-30;HRB 18956;Regensburg;Kelheim;Hardware;http://treazure-ark.com/;;292;
startup_293;Twaiv UG (haftungsbeschränkt);2021-11-30;HRB 236124 B;Charlottenburg (Berlin);Berlin;Sport;https://twaiv.app/;https://www.linkedin.com/company/twaiv/;293;
startup_294;ApptiveGrid GmbH;2021-11-29;HRB 108444;Köln;Köln;Software;https://www.linkedin.com/company/apptivegrid/;https://www.linkedin.com/company/apptivegrid/;294;
startup_295;cargonerds GmbH;2021-11-29;HRB 37432 HB;Bremen;Bremen;Logistik;https://cargonerds.com/;;295;
startup_296;Education21 UG (haftungsbeschränkt);2021-11-29;HRB 125537;Frankfurt am Main;Frankfurt am Main;Bildung;https://www.education21.eu/;https://www.linkedin.com/company/education21/;296;
startup_297;Freudeo UG (haftungsbeschränkt);2021-11-29;HRB 172315;Hamburg;Hamburg;eCommerce;http://freudeo.de/;;297;
startup_298;greentelligent UG (haftungsbeschränkt);2021-11-29;HRB 725437;Freiburg;Bad Säckingen;Umwelttechnologie;http://greentelligent.de/;https://www.linkedin.com/company/greentelligent-ug;298;
startup_299;Idea Solutions GmbH;2021-11-29;HRB 125552;Frankfurt am Main;Frankfurt am Main;Immobilien;;;299;
startup_300;Nertus GmbH;2021-11-29;HRB 742090;Mannheim;Bretten;Landwirtschaft;http://www.nertus.eu/;https://www.linkedin.com/company/nertus-insect-farming/;300;
startup_301;Quality Beast UG (haftungsbeschränkt);2021-11-29;HRB 236055 B;Charlottenburg (Berlin);Berlin;Gaming;https://qualitybeast.myshopify.com/;https://www.linkedin.com/company/quality-beast;301;
startup_302;sereact GmbH;2021-11-29;HRB 782095;Stuttgart;Stuttgart;Industrie;https://sereact.ai/;https://www.linkedin.com/company/sereact/;302;
startup_303;BEST - Basis effektiver Schmerztherapie GmbH;2021-11-26;HRB 15584;Rostock;Rostock;Medizin;https://www.best-therapie.com/;https://www.linkedin.com/company/best-therapie/;303;
startup_304;BonfireHQ GmbH;2021-11-26;HRB 271239;München;München;Personal;http://www.bonfireoffice.com/;https://www.linkedin.com/company/bonfirehq/;304;
startup_305;Coachgarden GmbH;2021-11-26;HRB 235993 B;Charlottenburg (Berlin);Berlin;Bildung;http://coachgarden.de/;;305;
startup_306;For Real Overlander GmbH;2021-11-26;HRB 742085;Mannheim;Karlsruhe;Mobilität;https://for-real-overlander.com/;;306;
startup_307;hellaw UG (haftungsbeschränkt);2021-11-26;HRB 172293;Hamburg;Hamburg;Rechtsberatung;https://hellaw.de/;;307;
startup_308;ichhaberecht.de UG (haftungsbeschränkt);2021-11-26;HRB 236017 B;Charlottenburg (Berlin);Berlin;Rechtsberatung;https://ichhaberecht.de/;;308;
startup_309;IonKraft GmbH;2021-11-26;HRB 25331;Aachen;Aachen;Industrie;https://ionkraft.com/;https://www.linkedin.com/company/ionkraft/;309;
startup_310;iovo GmbH;2021-11-26;HRB 108428;Köln;Köln;Medizin;;;310;
startup_311;LM Bookie UG (haftungsbeschränkt);2021-11-26;HRB 235998 B;Charlottenburg (Berlin);Berlin;Medien;;;311;
startup_312;movediscover GmbH;2021-11-26;HRB 236048 B;Charlottenburg (Berlin);Berlin;Mobilität;https://www.movediscover.de/;https://www.linkedin.com/company/movediscover/;312;
startup_313;The Core Label GmbH;2021-11-26;HRB 271234;München;München;eCommerce;;;313;
startup_314;ValutaChange Germany GmbH;2021-11-26;HRB 518947;Jena;Erfurt;Finanzbereich;https://www.valutachange.de/;https://www.linkedin.com/company/valutachange/;314;
startup_315;Varent UG (haftungsbeschränkt);2021-11-26;HRB 23747 KI;Kiel;Kiel;Software;;;315;
startup_316;Vote4Fame UG (haftungsbeschränkt);2021-11-26;HRB 782075;Stuttgart;Böblingen;Medien;;;316;
startup_317;Yugen Natural Cosmetics GmbH;2021-11-26;HRB 236047 B;Charlottenburg (Berlin);Berlin;eCommerce;;;317;
startup_318;Brain4Media GmbH;2021-11-25;HRB 95597;Düsseldorf;Langenfeld;Bildung;;;318;
startup_319;Collectably UG (haftungsbeschränkt);2021-11-25;HRB 23741 KI;Kiel;Kiel;Gaming;https://collectably.de/;;319;
startup_320;Eperi Holding GmbH;2021-11-25;HRB 271208;München;Pfungstadt;Software;https://eperi.com/de/;https://www.linkedin.com/company/eperi-gmbh/;320;
startup_321;Esoraa UG (haftungsbeschränkt);2021-11-25;HRB 235960 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.esoraa.com/;https://www.linkedin.com/company/esoraa/;321;
startup_322;Fortunalista GmbH;2021-11-25;HRB 271184;München;München;Bildung;https://fortunalista.de/;https://www.linkedin.com/company/fortunalista/;322;
startup_323;Gadgeta UG (haftungsbeschränkt);2021-11-25;HRB 725421;Freiburg;Höchenschwand;eCommerce;http://gadgeta.de/;;323;
startup_324;GoKarla GmbH;2021-11-25;HRB 235992 B;Charlottenburg (Berlin);Berlin;Software;https://www.karla.delivery/;https://www.linkedin.com/company/gokarla/;324;
startup_325;Klaripath GmbH;2021-11-25;HRB 217517;Oldenburg;Oldenburg;Software;https://www.klaripath.com/;https://www.linkedin.com/company/klaripath/;325;
startup_326;Liquidary GmbH;2021-11-25;HRB 271192;München;München;Finanzbereich;http://liquidary.de/;;326;
startup_327;Listando GmbH;2021-11-25;HRB 19861;Münster;Münster;Dienstleistung;https://www.listando.de/;https://www.linkedin.com/company/listando/;327;
startup_328;Massive Beams GmbH;2021-11-25;HRB 235966 B;Charlottenburg (Berlin);Berlin;Hardware;http://massivebeams.com/;;328;
startup_329;Nimmerso GmbH;2021-11-25;HRB 271182;München;München;Medien;https://nimmerso.com/;https://www.linkedin.com/company/nimmerso;329;
startup_330;RescSoft UG (haftungsbeschränkt);2021-11-25;HRB 107933;Saarbrücken;Schiffweiler;Software;https://resc-soft.de/;;330;
startup_331;Sam's Biscuits UG (haftungsbeschränkt);2021-11-25;HRB 16317 PI;Pinneberg;Halstenbek;eCommerce;https://samsbiscuits.com/;;331;
startup_332;Smarter Choices GmbH;2021-11-25;HRB 95598;Düsseldorf;Düsseldorf;Lebensmittel;;;332;
startup_333;Triglu UG (haftungsbeschränkt);2021-11-25;HRB 108409;Köln;Burscheid;Gaming;https://www.triglu.com/;https://www.linkedin.com/company/triglu/;333;
startup_334;we4everyone GmbH;2021-11-25;HRB 18996 FF;Frankfurt/Oder;Ahrensfelde OT Ahrensfelde;Energie;http://we4everyone.de/;;334;
startup_335;Aigen Algotech GmbH;2021-11-24;HRB 235944 B;Charlottenburg (Berlin);Berlin;Finanzbereich;;;335;
startup_336;Big 3 Solutions GmbH;2021-11-24;HRB 782035;Stuttgart;Leinfelden-Echterdingen;Industrie;http://big3solutions.de/;;336;
startup_337;BRRY GmbH;2021-11-24;HRB 20546;Moenchengladbach;Mönchengladbach;Medizin;https://www.brry.de/;;337;
startup_338;Chaintech GmbH;2021-11-24;HRB 67859;Ludwigshafen a.Rhein (Ludwigshafen);Ludwigshafen am Rhein;Blockchain / Crypto;https://www.chaintech.gmbh/;https://www.linkedin.com/company/chaintech-gmbh/;338;
startup_339;CUTANEON - Skin & Hair Innovations GmbH;2021-11-24;HRB 172225;Hamburg;Hamburg;Medizin;https://www.cutaneon.com/;https://www.linkedin.com/company/cutaneon/;339;
startup_340;DASKrebsportal.de GmbH;2021-11-24;HRB 108396;Köln;Köln;Medizin;https://daskrebsportal.de/;;340;
startup_341;FRNZ GmbH;2021-11-24;HRB 13632 NP;Neuruppin;Glienicke/Nordbahn;Mobilität;;;341;
startup_342;Health Data Technologies GmbH;2021-11-24;HRB 782032;Stuttgart;Neckarsulm;Medizin;;;342;
startup_343;Hoodie Hoo Technologies GmbH;2021-11-24;HRB 32958;Essen;Essen;eCommerce;http://hoodiehoo.tech/;;343;
startup_344;PandaBee Studios UG (haftungsbeschränkt);2021-11-24;HRB 39560;Leipzig;Leipzig;Gaming;https://pandabee-studios.com/;https://www.linkedin.com/company/pandabee-studios/;344;
startup_345;Reservo24 UG (haftungsbeschränkt);2021-11-24;HRB 235953 B;Charlottenburg (Berlin);Berlin;Dienstleistung;http://reservo24.de/;;345;
startup_346;Resphere GmbH;2021-11-24;HRB 742050;Mannheim;Gaggenau;Umwelttechnologie;;;346;
startup_347;Royal Botanics GmbH;2021-11-24;HRB 172251;Hamburg;Hamburg;Landwirtschaft;;;347;
startup_348;Silent Dreams GmbH;2021-11-24;HRB 34797;Duisburg;Mülheim an der Ruhr;Gaming;http://www.silentdreams.de/;https://www.linkedin.com/company/silent-dreams-games;348;
startup_349;SIS PIGER GmbH;2021-11-24;HRB 34801;Duisburg;Ratingen;eCommerce;https://sispiger.com/;;349;
startup_350;Sub4U GmbH;2021-11-24;HRB 271138;München;Planegg-Martinsried;Dienstleistung;;;350;
startup_351;WeSort.AI GmbH;2021-11-24;HRB 15957;Würzburg;Würzburg;Umwelttechnologie;https://de.wesort.ai/;https://www.linkedin.com/company/wesort-ai/;351;
startup_352;ADVA Unlimited UG (haftungsbeschränkt);2021-11-23;HRB 16306 PI;Pinneberg;Dägeling;Tourismus;https://adva-unlimited.de/;;352;
startup_353;Andre Technology GmbH;2021-11-23;HRB 271103;München;Dachau;Industrie;http://andre-technology.de/;;353;
